characteristic, value, user_id, study_name, 
relfamily,othercatholic,11641666,alexandersanchez.exemplars1,
state,pa,11641666,alexandersanchez.exemplars1,
citizenship,us,11641666,alexandersanchez.exemplars1,
residence,us,11641666,alexandersanchez.exemplars1,
raceethnic,white,11641666,alexandersanchez.exemplars1,
politicalid,0,11641667,alexandersanchez.exemplars1,
birthyear,1989,11641667,alexandersanchez.exemplars1,
religionid,2,11641667,alexandersanchez.exemplars1,
genoccupation,25-,11641667,alexandersanchez.exemplars1,
occupation,25-9000,11641667,alexandersanchez.exemplars1,
education,7,11641667,alexandersanchez.exemplars1,
birthmonth,9,11641667,alexandersanchez.exemplars1,
raceethnic,asian,11641667,alexandersanchez.exemplars1,
religion,hindu,11641667,alexandersanchez.exemplars1,
citizenship,in,11641667,alexandersanchez.exemplars1,
residence,in,11641667,alexandersanchez.exemplars1,
gender,m,11641667,alexandersanchez.exemplars1,
relfamily,otherhindu,11641667,alexandersanchez.exemplars1,
politicalid,1,11641668,alexandersanchez.exemplars1,
birthyear,1976,11641668,alexandersanchez.exemplars1,
birthmonth,2,11641668,alexandersanchez.exemplars1,
religionid,2,11641668,alexandersanchez.exemplars1,
education,9,11641668,alexandersanchez.exemplars1,
religion,catholic,11641668,alexandersanchez.exemplars1,
gender,f,11641668,alexandersanchez.exemplars1,
genoccupation,null,11641668,alexandersanchez.exemplars1,
state,pa,11641668,alexandersanchez.exemplars1,
relfamily,romancatholic,11641668,alexandersanchez.exemplars1,
citizenship,us,11641668,alexandersanchez.exemplars1,
residence,us,11641668,alexandersanchez.exemplars1,
raceethnic,white,11641668,alexandersanchez.exemplars1,
politicalid,0,11641669,alexandersanchez.exemplars1,
birthyear,1983,11641669,alexandersanchez.exemplars1,
genoccupation,25-,11641669,alexandersanchez.exemplars1,
occupation,25-2000,11641669,alexandersanchez.exemplars1,
birthmonth,3,11641669,alexandersanchez.exemplars1,
religionid,3,11641669,alexandersanchez.exemplars1,
education,9,11641669,alexandersanchez.exemplars1,
gender,m,11641669,alexandersanchez.exemplars1,
reldenom,nondenominational,11641669,alexandersanchez.exemplars1,
relfamily,nondenominational,11641669,alexandersanchez.exemplars1,
state,pa,11641669,alexandersanchez.exemplars1,
religion,protestant,11641669,alexandersanchez.exemplars1,
citizenship,us,11641669,alexandersanchez.exemplars1,
residence,us,11641669,alexandersanchez.exemplars1,
raceethnic,white,11641669,alexandersanchez.exemplars1,
politicalid,-2,11641673,alexandersanchez.exemplars1,
birthmonth,10,11641673,alexandersanchez.exemplars1,
birthyear,1966,11641673,alexandersanchez.exemplars1,
religionid,2,11641673,alexandersanchez.exemplars1,
genoccupation,25-,11641673,alexandersanchez.exemplars1,
occupation,25-2000,11641673,alexandersanchez.exemplars1,
education,8,11641673,alexandersanchez.exemplars1,
gender,m,11641673,alexandersanchez.exemplars1,
state,null,11641673,alexandersanchez.exemplars1,
relfamily,presbyterian,11641673,alexandersanchez.exemplars1,
religion,protestant,11641673,alexandersanchez.exemplars1,
residence,sm,11641673,alexandersanchez.exemplars1,
reldenom,unknownpresbyterian,11641673,alexandersanchez.exemplars1,
citizenship,us,11641673,alexandersanchez.exemplars1,
raceethnic,white,11641673,alexandersanchez.exemplars1,
politicalid,0,11641674,alexandersanchez.exemplars1,
birthyear,1979,11641674,alexandersanchez.exemplars1,
religionid,2,11641674,alexandersanchez.exemplars1,
genoccupation,25-,11641674,alexandersanchez.exemplars1,
occupation,25-2000,11641674,alexandersanchez.exemplars1,
education,7,11641674,alexandersanchez.exemplars1,
birthmonth,8,11641674,alexandersanchez.exemplars1,
gender,f,11641674,alexandersanchez.exemplars1,
religion,otherrelig,11641674,alexandersanchez.exemplars1,
state,pa,11641674,alexandersanchez.exemplars1,
relfamily,pagan,11641674,alexandersanchez.exemplars1,
citizenship,us,11641674,alexandersanchez.exemplars1,
residence,us,11641674,alexandersanchez.exemplars1,
raceethnic,white,11641674,alexandersanchez.exemplars1,
birthyear,1974,11641683,alexandersanchez.exemplars1,
politicalid,2,11641683,alexandersanchez.exemplars1,
genoccupation,25-,11641683,alexandersanchez.exemplars1,
occupation,25-2000,11641683,alexandersanchez.exemplars1,
religionid,4,11641683,alexandersanchez.exemplars1,
birthmonth,5,11641683,alexandersanchez.exemplars1,
education,9,11641683,alexandersanchez.exemplars1,
raceethnic,black,11641683,alexandersanchez.exemplars1,
gender,f,11641683,alexandersanchez.exemplars1,
reldenom,nondenominational,11641683,alexandersanchez.exemplars1,
relfamily,nondenominational,11641683,alexandersanchez.exemplars1,
multi_asian,null,11641683,alexandersanchez.exemplars1,
multi_black,null,11641683,alexandersanchez.exemplars1,
multi_hispanic,null,11641683,alexandersanchez.exemplars1,
multi_middleeastern,null,11641683,alexandersanchez.exemplars1,
multi_native,null,11641683,alexandersanchez.exemplars1,
multi_pacificislander,null,11641683,alexandersanchez.exemplars1,
multi_white,null,11641683,alexandersanchez.exemplars1,
state,pa,11641683,alexandersanchez.exemplars1,
religion,protestant,11641683,alexandersanchez.exemplars1,
citizenship,us,11641683,alexandersanchez.exemplars1,
residence,us,11641683,alexandersanchez.exemplars1,
birthmonth,1,11641685,alexandersanchez.exemplars1,
birthyear,1979,11641685,alexandersanchez.exemplars1,
education,7,11641685,alexandersanchez.exemplars1,
relfamily,brethren,11641685,alexandersanchez.exemplars1,
reldenom,churchofbrethren,11641685,alexandersanchez.exemplars1,
gender,f,11641685,alexandersanchez.exemplars1,
genoccupation,null,11641685,alexandersanchez.exemplars1,
politicalid,null,11641685,alexandersanchez.exemplars1,
religionid,null,11641685,alexandersanchez.exemplars1,
state,pa,11641685,alexandersanchez.exemplars1,
religion,protestant,11641685,alexandersanchez.exemplars1,
citizenship,us,11641685,alexandersanchez.exemplars1,
residence,us,11641685,alexandersanchez.exemplars1,
raceethnic,white,11641685,alexandersanchez.exemplars1,
politicalid,-3,11641686,alexandersanchez.exemplars1,
birthyear,1991,11641686,alexandersanchez.exemplars1,
genoccupation,25-,11641686,alexandersanchez.exemplars1,
occupation,25-3000,11641686,alexandersanchez.exemplars1,
religionid,4,11641686,alexandersanchez.exemplars1,
birthmonth,6,11641686,alexandersanchez.exemplars1,
education,6,11641686,alexandersanchez.exemplars1,
gender,f,11641686,alexandersanchez.exemplars1,
reldenom,otherchristian,11641686,alexandersanchez.exemplars1,
relfamily,otherchristian,11641686,alexandersanchez.exemplars1,
state,pa,11641686,alexandersanchez.exemplars1,
religion,protestant,11641686,alexandersanchez.exemplars1,
citizenship,us,11641686,alexandersanchez.exemplars1,
residence,us,11641686,alexandersanchez.exemplars1,
raceethnic,white,11641686,alexandersanchez.exemplars1,
politicalid,0,11641687,alexandersanchez.exemplars1,
religionid,1,11641687,alexandersanchez.exemplars1,
birthmonth,12,11641687,alexandersanchez.exemplars1,
birthyear,1998,11641687,alexandersanchez.exemplars1,
education,6,11641687,alexandersanchez.exemplars1,
genoccupation,9998,11641687,alexandersanchez.exemplars1,
relfamily,atheist,11641687,alexandersanchez.exemplars1,
gender,f,11641687,alexandersanchez.exemplars1,
raceethnic,hispanic,11641687,alexandersanchez.exemplars1,
religion,none,11641687,alexandersanchez.exemplars1,
citizenship,us,11641687,alexandersanchez.exemplars1,
residence,us,11641687,alexandersanchez.exemplars1,
state,wi,11641687,alexandersanchez.exemplars1,
politicalid,-1,11641690,alexandersanchez.exemplars1,
birthyear,1974,11641690,alexandersanchez.exemplars1,
genoccupation,25-,11641690,alexandersanchez.exemplars1,
occupation,25-2000,11641690,alexandersanchez.exemplars1,
birthmonth,3,11641690,alexandersanchez.exemplars1,
religionid,4,11641690,alexandersanchez.exemplars1,
education,9,11641690,alexandersanchez.exemplars1,
religion,buddhist,11641690,alexandersanchez.exemplars1,
gender,f,11641690,alexandersanchez.exemplars1,
state,pa,11641690,alexandersanchez.exemplars1,
relfamily,tibetan,11641690,alexandersanchez.exemplars1,
citizenship,us,11641690,alexandersanchez.exemplars1,
residence,us,11641690,alexandersanchez.exemplars1,
raceethnic,white,11641690,alexandersanchez.exemplars1,
politicalid,-3,11641692,alexandersanchez.exemplars1,
birthyear,1981,11641692,alexandersanchez.exemplars1,
genoccupation,25-,11641692,alexandersanchez.exemplars1,
occupation,25-2000,11641692,alexandersanchez.exemplars1,
birthmonth,5,11641692,alexandersanchez.exemplars1,
education,9,11641692,alexandersanchez.exemplars1,
gender,m,11641692,alexandersanchez.exemplars1,
religionid,null,11641692,alexandersanchez.exemplars1,
reldenom,otherchristian,11641692,alexandersanchez.exemplars1,
relfamily,otherchristian,11641692,alexandersanchez.exemplars1,
state,pa,11641692,alexandersanchez.exemplars1,
religion,protestant,11641692,alexandersanchez.exemplars1,
citizenship,us,11641692,alexandersanchez.exemplars1,
residence,us,11641692,alexandersanchez.exemplars1,
raceethnic,white,11641692,alexandersanchez.exemplars1,
politicalid,0,11641693,alexandersanchez.exemplars1,
birthmonth,12,11641693,alexandersanchez.exemplars1,
birthyear,1985,11641693,alexandersanchez.exemplars1,
religionid,2,11641693,alexandersanchez.exemplars1,
genoccupation,25-,11641693,alexandersanchez.exemplars1,
occupation,25-2000,11641693,alexandersanchez.exemplars1,
education,8,11641693,alexandersanchez.exemplars1,
religion,catholic,11641693,alexandersanchez.exemplars1,
gender,f,11641693,alexandersanchez.exemplars1,
relfamily,othercatholic,11641693,alexandersanchez.exemplars1,
state,pa,11641693,alexandersanchez.exemplars1,
citizenship,us,11641693,alexandersanchez.exemplars1,
residence,us,11641693,alexandersanchez.exemplars1,
raceethnic,white,11641693,alexandersanchez.exemplars1,
politicalid,0,11641694,alexandersanchez.exemplars1,
birthyear,1967,11641694,alexandersanchez.exemplars1,
genoccupation,25-,11641694,alexandersanchez.exemplars1,
occupation,25-3000,11641694,alexandersanchez.exemplars1,
birthmonth,3,11641694,alexandersanchez.exemplars1,
religionid,3,11641694,alexandersanchez.exemplars1,
education,6,11641694,alexandersanchez.exemplars1,
gender,f,11641694,alexandersanchez.exemplars1,
relfamily,lutheran,11641694,alexandersanchez.exemplars1,
reldenom,null,11641694,alexandersanchez.exemplars1,
state,pa,11641694,alexandersanchez.exemplars1,
religion,protestant,11641694,alexandersanchez.exemplars1,
citizenship,us,11641694,alexandersanchez.exemplars1,
residence,us,11641694,alexandersanchez.exemplars1,
raceethnic,white,11641694,alexandersanchez.exemplars1,
politicalid,-1,11641695,alexandersanchez.exemplars1,
birthyear,1993,11641695,alexandersanchez.exemplars1,
religionid,2,11641695,alexandersanchez.exemplars1,
genoccupation,25-,11641695,alexandersanchez.exemplars1,
occupation,25-2000,11641695,alexandersanchez.exemplars1,
birthmonth,7,11641695,alexandersanchez.exemplars1,
education,9,11641695,alexandersanchez.exemplars1,
relfamily,churchofchrist,11641695,alexandersanchez.exemplars1,
gender,f,11641695,alexandersanchez.exemplars1,
state,pa,11641695,alexandersanchez.exemplars1,
religion,protestant,11641695,alexandersanchez.exemplars1,
reldenom,unitedchurchofchrist,11641695,alexandersanchez.exemplars1,
citizenship,us,11641695,alexandersanchez.exemplars1,
residence,us,11641695,alexandersanchez.exemplars1,
raceethnic,white,11641695,alexandersanchez.exemplars1,
politicalid,-1,11641696,alexandersanchez.exemplars1,
birthmonth,12,11641696,alexandersanchez.exemplars1,
birthyear,1981,11641696,alexandersanchez.exemplars1,
genoccupation,25-,11641696,alexandersanchez.exemplars1,
occupation,25-2000,11641696,alexandersanchez.exemplars1,
religionid,4,11641696,alexandersanchez.exemplars1,
education,9,11641696,alexandersanchez.exemplars1,
gender,f,11641696,alexandersanchez.exemplars1,
relfamily,methodist,11641696,alexandersanchez.exemplars1,
state,pa,11641696,alexandersanchez.exemplars1,
religion,protestant,11641696,alexandersanchez.exemplars1,
reldenom,unknownmethodist,11641696,alexandersanchez.exemplars1,
citizenship,us,11641696,alexandersanchez.exemplars1,
residence,us,11641696,alexandersanchez.exemplars1,
raceethnic,white,11641696,alexandersanchez.exemplars1,
politicalid,0,11641698,alexandersanchez.exemplars1,
birthmonth,12,11641698,alexandersanchez.exemplars1,
birthyear,1966,11641698,alexandersanchez.exemplars1,
religionid,2,11641698,alexandersanchez.exemplars1,
genoccupation,25-,11641698,alexandersanchez.exemplars1,
occupation,25-2000,11641698,alexandersanchez.exemplars1,
education,9,11641698,alexandersanchez.exemplars1,
gender,f,11641698,alexandersanchez.exemplars1,
state,pa,11641698,alexandersanchez.exemplars1,
reldenom,pca,11641698,alexandersanchez.exemplars1,
relfamily,presbyterian,11641698,alexandersanchez.exemplars1,
religion,protestant,11641698,alexandersanchez.exemplars1,
citizenship,us,11641698,alexandersanchez.exemplars1,
residence,us,11641698,alexandersanchez.exemplars1,
raceethnic,white,11641698,alexandersanchez.exemplars1,
politicalid,-2,11641699,alexandersanchez.exemplars1,
birthyear,1980,11641699,alexandersanchez.exemplars1,
religionid,2,11641699,alexandersanchez.exemplars1,
genoccupation,25-,11641699,alexandersanchez.exemplars1,
occupation,25-2000,11641699,alexandersanchez.exemplars1,
birthmonth,6,11641699,alexandersanchez.exemplars1,
education,9,11641699,alexandersanchez.exemplars1,
gender,null,11641699,alexandersanchez.exemplars1,
reldenom,otherchristian,11641699,alexandersanchez.exemplars1,
relfamily,otherchristian,11641699,alexandersanchez.exemplars1,
state,pa,11641699,alexandersanchez.exemplars1,
religion,protestant,11641699,alexandersanchez.exemplars1,
citizenship,us,11641699,alexandersanchez.exemplars1,
residence,us,11641699,alexandersanchez.exemplars1,
raceethnic,white,11641699,alexandersanchez.exemplars1,
politicalid,0,11641700,alexandersanchez.exemplars1,
birthmonth,11,11641700,alexandersanchez.exemplars1,
birthyear,1982,11641700,alexandersanchez.exemplars1,
genoccupation,25-,11641700,alexandersanchez.exemplars1,
occupation,25-2000,11641700,alexandersanchez.exemplars1,
religionid,3,11641700,alexandersanchez.exemplars1,
education,9,11641700,alexandersanchez.exemplars1,
religion,catholic,11641700,alexandersanchez.exemplars1,
gender,m,11641700,alexandersanchez.exemplars1,
state,pa,11641700,alexandersanchez.exemplars1,
relfamily,romancatholic,11641700,alexandersanchez.exemplars1,
citizenship,us,11641700,alexandersanchez.exemplars1,
residence,us,11641700,alexandersanchez.exemplars1,
raceethnic,white,11641700,alexandersanchez.exemplars1,
politicalid,0,11641701,alexandersanchez.exemplars1,
religionid,1,11641701,alexandersanchez.exemplars1,
birthyear,1986,11641701,alexandersanchez.exemplars1,
genoccupation,23-,11641701,alexandersanchez.exemplars1,
occupation,23-1000,11641701,alexandersanchez.exemplars1,
birthmonth,4,11641701,alexandersanchez.exemplars1,
education,9,11641701,alexandersanchez.exemplars1,
raceethnic,asian,11641701,alexandersanchez.exemplars1,
citizenship,cn,11641701,alexandersanchez.exemplars1,
state,ga,11641701,alexandersanchez.exemplars1,
gender,m,11641701,alexandersanchez.exemplars1,
religion,none,11641701,alexandersanchez.exemplars1,
relfamily,othernone,11641701,alexandersanchez.exemplars1,
residence,us,11641701,alexandersanchez.exemplars1,
religionid,1,11641704,alexandersanchez.exemplars1,
birthyear,1994,11641704,alexandersanchez.exemplars1,
politicalid,2,11641704,alexandersanchez.exemplars1,
birthmonth,7,11641704,alexandersanchez.exemplars1,
education,7,11641704,alexandersanchez.exemplars1,
genoccupation,9998,11641704,alexandersanchez.exemplars1,
raceethnic,asian,11641704,alexandersanchez.exemplars1,
relfamily,atheist,11641704,alexandersanchez.exemplars1,
citizenship,cn,11641704,alexandersanchez.exemplars1,
gender,f,11641704,alexandersanchez.exemplars1,
state,ga,11641704,alexandersanchez.exemplars1,
religion,none,11641704,alexandersanchez.exemplars1,
occupation,null,11641704,alexandersanchez.exemplars1,
residence,us,11641704,alexandersanchez.exemplars1,
politicalid,1,11641706,alexandersanchez.exemplars1,
religionid,1,11641706,alexandersanchez.exemplars1,
birthyear,1985,11641706,alexandersanchez.exemplars1,
genoccupation,27-,11641706,alexandersanchez.exemplars1,
education,5,11641706,alexandersanchez.exemplars1,
relfamily,atheist,11641706,alexandersanchez.exemplars1,
gender,m,11641706,alexandersanchez.exemplars1,
religion,none,11641706,alexandersanchez.exemplars1,
birthmonth,null,11641706,alexandersanchez.exemplars1,
occupation,null,11641706,alexandersanchez.exemplars1,
citizenship,pl,11641706,alexandersanchez.exemplars1,
residence,pl,11641706,alexandersanchez.exemplars1,
raceethnic,white,11641706,alexandersanchez.exemplars1,
politicalid,-3,11641708,alexandersanchez.exemplars1,
education,14,11641708,alexandersanchez.exemplars1,
birthyear,1960,11641708,alexandersanchez.exemplars1,
genoccupation,25-,11641708,alexandersanchez.exemplars1,
occupation,25-2000,11641708,alexandersanchez.exemplars1,
religionid,3,11641708,alexandersanchez.exemplars1,
birthmonth,4,11641708,alexandersanchez.exemplars1,
religion,catholic,11641708,alexandersanchez.exemplars1,
gender,f,11641708,alexandersanchez.exemplars1,
state,pa,11641708,alexandersanchez.exemplars1,
relfamily,romancatholic,11641708,alexandersanchez.exemplars1,
citizenship,us,11641708,alexandersanchez.exemplars1,
residence,us,11641708,alexandersanchez.exemplars1,
raceethnic,white,11641708,alexandersanchez.exemplars1,
politicalid,0,11641709,alexandersanchez.exemplars1,
birthmonth,11,11641709,alexandersanchez.exemplars1,
birthyear,1965,11641709,alexandersanchez.exemplars1,
genoccupation,25-,11641709,alexandersanchez.exemplars1,
occupation,25-2000,11641709,alexandersanchez.exemplars1,
religionid,3,11641709,alexandersanchez.exemplars1,
education,9,11641709,alexandersanchez.exemplars1,
gender,f,11641709,alexandersanchez.exemplars1,
relfamily,methodist,11641709,alexandersanchez.exemplars1,
state,pa,11641709,alexandersanchez.exemplars1,
religion,protestant,11641709,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641709,alexandersanchez.exemplars1,
citizenship,us,11641709,alexandersanchez.exemplars1,
residence,us,11641709,alexandersanchez.exemplars1,
raceethnic,white,11641709,alexandersanchez.exemplars1,
politicalid,-1,11641710,alexandersanchez.exemplars1,
religionid,1,11641710,alexandersanchez.exemplars1,
genoccupation,17-,11641710,alexandersanchez.exemplars1,
occupation,17-2000,11641710,alexandersanchez.exemplars1,
birthyear,1956,11641710,alexandersanchez.exemplars1,
education,6,11641710,alexandersanchez.exemplars1,
birthmonth,7,11641710,alexandersanchez.exemplars1,
gender,m,11641710,alexandersanchez.exemplars1,
state,ma,11641710,alexandersanchez.exemplars1,
religion,none,11641710,alexandersanchez.exemplars1,
relfamily,othernone,11641710,alexandersanchez.exemplars1,
citizenship,us,11641710,alexandersanchez.exemplars1,
residence,us,11641710,alexandersanchez.exemplars1,
raceethnic,white,11641710,alexandersanchez.exemplars1,
politicalid,-1,11641716,alexandersanchez.exemplars1,
birthmonth,1,11641716,alexandersanchez.exemplars1,
birthyear,1965,11641716,alexandersanchez.exemplars1,
religionid,2,11641716,alexandersanchez.exemplars1,
genoccupation,25-,11641716,alexandersanchez.exemplars1,
occupation,25-9000,11641716,alexandersanchez.exemplars1,
education,5,11641716,alexandersanchez.exemplars1,
religion,catholic,11641716,alexandersanchez.exemplars1,
gender,f,11641716,alexandersanchez.exemplars1,
state,pa,11641716,alexandersanchez.exemplars1,
relfamily,romancatholic,11641716,alexandersanchez.exemplars1,
residence,sm,11641716,alexandersanchez.exemplars1,
citizenship,us,11641716,alexandersanchez.exemplars1,
raceethnic,white,11641716,alexandersanchez.exemplars1,
genoccupation,11-,11641720,alexandersanchez.exemplars1,
occupation,Nov-00,11641720,alexandersanchez.exemplars1,
birthmonth,12,11641720,alexandersanchez.exemplars1,
birthyear,1986,11641720,alexandersanchez.exemplars1,
religionid,2,11641720,alexandersanchez.exemplars1,
politicalid,3,11641720,alexandersanchez.exemplars1,
education,9,11641720,alexandersanchez.exemplars1,
gender,f,11641720,alexandersanchez.exemplars1,
state,in,11641720,alexandersanchez.exemplars1,
reldenom,justchristian,11641720,alexandersanchez.exemplars1,
relfamily,nondenominational,11641720,alexandersanchez.exemplars1,
religion,protestant,11641720,alexandersanchez.exemplars1,
citizenship,us,11641720,alexandersanchez.exemplars1,
residence,us,11641720,alexandersanchez.exemplars1,
raceethnic,white,11641720,alexandersanchez.exemplars1,
religionid,1,11641721,alexandersanchez.exemplars1,
birthyear,1961,11641721,alexandersanchez.exemplars1,
politicalid,2,11641721,alexandersanchez.exemplars1,
genoccupation,25-,11641721,alexandersanchez.exemplars1,
occupation,25-2000,11641721,alexandersanchez.exemplars1,
birthmonth,3,11641721,alexandersanchez.exemplars1,
education,7,11641721,alexandersanchez.exemplars1,
gender,f,11641721,alexandersanchez.exemplars1,
religion,none,11641721,alexandersanchez.exemplars1,
relfamily,null,11641721,alexandersanchez.exemplars1,
state,pa,11641721,alexandersanchez.exemplars1,
citizenship,us,11641721,alexandersanchez.exemplars1,
residence,us,11641721,alexandersanchez.exemplars1,
raceethnic,white,11641721,alexandersanchez.exemplars1,
birthyear,1974,11641722,alexandersanchez.exemplars1,
politicalid,2,11641722,alexandersanchez.exemplars1,
religionid,2,11641722,alexandersanchez.exemplars1,
genoccupation,25-,11641722,alexandersanchez.exemplars1,
occupation,25-2000,11641722,alexandersanchez.exemplars1,
birthmonth,6,11641722,alexandersanchez.exemplars1,
education,8,11641722,alexandersanchez.exemplars1,
gender,f,11641722,alexandersanchez.exemplars1,
relfamily,methodist,11641722,alexandersanchez.exemplars1,
state,pa,11641722,alexandersanchez.exemplars1,
religion,protestant,11641722,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641722,alexandersanchez.exemplars1,
citizenship,us,11641722,alexandersanchez.exemplars1,
residence,us,11641722,alexandersanchez.exemplars1,
raceethnic,white,11641722,alexandersanchez.exemplars1,
politicalid,-1,11641723,alexandersanchez.exemplars1,
religionid,1,11641723,alexandersanchez.exemplars1,
birthmonth,12,11641723,alexandersanchez.exemplars1,
genoccupation,15-,11641723,alexandersanchez.exemplars1,
occupation,15-3000,11641723,alexandersanchez.exemplars1,
birthyear,1970,11641723,alexandersanchez.exemplars1,
education,9,11641723,alexandersanchez.exemplars1,
religion,catholic,11641723,alexandersanchez.exemplars1,
gender,m,11641723,alexandersanchez.exemplars1,
state,pa,11641723,alexandersanchez.exemplars1,
relfamily,romancatholic,11641723,alexandersanchez.exemplars1,
citizenship,us,11641723,alexandersanchez.exemplars1,
residence,us,11641723,alexandersanchez.exemplars1,
raceethnic,white,11641723,alexandersanchez.exemplars1,
politicalid,0,11641724,alexandersanchez.exemplars1,
birthyear,1982,11641724,alexandersanchez.exemplars1,
religionid,2,11641724,alexandersanchez.exemplars1,
genoccupation,25-,11641724,alexandersanchez.exemplars1,
occupation,25-2000,11641724,alexandersanchez.exemplars1,
birthmonth,8,11641724,alexandersanchez.exemplars1,
education,9,11641724,alexandersanchez.exemplars1,
gender,f,11641724,alexandersanchez.exemplars1,
relfamily,methodist,11641724,alexandersanchez.exemplars1,
state,pa,11641724,alexandersanchez.exemplars1,
religion,protestant,11641724,alexandersanchez.exemplars1,
residence,sm,11641724,alexandersanchez.exemplars1,
reldenom,unknownmethodist,11641724,alexandersanchez.exemplars1,
citizenship,us,11641724,alexandersanchez.exemplars1,
raceethnic,white,11641724,alexandersanchez.exemplars1,
politicalid,-1,11641725,alexandersanchez.exemplars1,
birthyear,1988,11641725,alexandersanchez.exemplars1,
genoccupation,25-,11641725,alexandersanchez.exemplars1,
occupation,25-2000,11641725,alexandersanchez.exemplars1,
religionid,3,11641725,alexandersanchez.exemplars1,
birthmonth,4,11641725,alexandersanchez.exemplars1,
education,9,11641725,alexandersanchez.exemplars1,
relfamily,lutheran,11641725,alexandersanchez.exemplars1,
reldenom,lutheranchurchmissouri,11641725,alexandersanchez.exemplars1,
gender,m,11641725,alexandersanchez.exemplars1,
state,mn,11641725,alexandersanchez.exemplars1,
religion,protestant,11641725,alexandersanchez.exemplars1,
citizenship,us,11641725,alexandersanchez.exemplars1,
residence,us,11641725,alexandersanchez.exemplars1,
raceethnic,white,11641725,alexandersanchez.exemplars1,
birthmonth,11,11641728,alexandersanchez.exemplars1,
birthyear,1978,11641728,alexandersanchez.exemplars1,
politicalid,2,11641728,alexandersanchez.exemplars1,
genoccupation,25-,11641728,alexandersanchez.exemplars1,
occupation,25-2000,11641728,alexandersanchez.exemplars1,
religionid,3,11641728,alexandersanchez.exemplars1,
education,9,11641728,alexandersanchez.exemplars1,
gender,f,11641728,alexandersanchez.exemplars1,
reldenom,interdenominational,11641728,alexandersanchez.exemplars1,
relfamily,nondenominational,11641728,alexandersanchez.exemplars1,
religion,protestant,11641728,alexandersanchez.exemplars1,
citizenship,us,11641728,alexandersanchez.exemplars1,
residence,us,11641728,alexandersanchez.exemplars1,
raceethnic,white,11641728,alexandersanchez.exemplars1,
state,wi,11641728,alexandersanchez.exemplars1,
birthmonth,1,11641730,alexandersanchez.exemplars1,
politicalid,1,11641730,alexandersanchez.exemplars1,
birthyear,1988,11641730,alexandersanchez.exemplars1,
genoccupation,25-,11641730,alexandersanchez.exemplars1,
occupation,25-2000,11641730,alexandersanchez.exemplars1,
religionid,3,11641730,alexandersanchez.exemplars1,
education,7,11641730,alexandersanchez.exemplars1,
gender,f,11641730,alexandersanchez.exemplars1,
reldenom,justchristian,11641730,alexandersanchez.exemplars1,
relfamily,nondenominational,11641730,alexandersanchez.exemplars1,
religion,protestant,11641730,alexandersanchez.exemplars1,
citizenship,us,11641730,alexandersanchez.exemplars1,
residence,us,11641730,alexandersanchez.exemplars1,
raceethnic,white,11641730,alexandersanchez.exemplars1,
state,wi,11641730,alexandersanchez.exemplars1,
politicalid,1,11641731,alexandersanchez.exemplars1,
birthyear,1983,11641731,alexandersanchez.exemplars1,
genoccupation,25-,11641731,alexandersanchez.exemplars1,
occupation,25-2000,11641731,alexandersanchez.exemplars1,
religionid,3,11641731,alexandersanchez.exemplars1,
birthmonth,8,11641731,alexandersanchez.exemplars1,
education,9,11641731,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641731,alexandersanchez.exemplars1,
relfamily,lutheran,11641731,alexandersanchez.exemplars1,
gender,m,11641731,alexandersanchez.exemplars1,
religion,protestant,11641731,alexandersanchez.exemplars1,
citizenship,us,11641731,alexandersanchez.exemplars1,
residence,us,11641731,alexandersanchez.exemplars1,
raceethnic,white,11641731,alexandersanchez.exemplars1,
state,wi,11641731,alexandersanchez.exemplars1,
birthmonth,1,11641732,alexandersanchez.exemplars1,
politicalid,1,11641732,alexandersanchez.exemplars1,
birthyear,1995,11641732,alexandersanchez.exemplars1,
religionid,2,11641732,alexandersanchez.exemplars1,
genoccupation,25-,11641732,alexandersanchez.exemplars1,
occupation,25-2000,11641732,alexandersanchez.exemplars1,
education,7,11641732,alexandersanchez.exemplars1,
gender,f,11641732,alexandersanchez.exemplars1,
relfamily,lutheran,11641732,alexandersanchez.exemplars1,
state,mn,11641732,alexandersanchez.exemplars1,
religion,protestant,11641732,alexandersanchez.exemplars1,
reldenom,unknownlutheran,11641732,alexandersanchez.exemplars1,
citizenship,us,11641732,alexandersanchez.exemplars1,
residence,us,11641732,alexandersanchez.exemplars1,
raceethnic,white,11641732,alexandersanchez.exemplars1,
politicalid,0,11641734,alexandersanchez.exemplars1,
birthyear,1970,11641734,alexandersanchez.exemplars1,
religionid,2,11641734,alexandersanchez.exemplars1,
genoccupation,25-,11641734,alexandersanchez.exemplars1,
occupation,25-2000,11641734,alexandersanchez.exemplars1,
birthmonth,4,11641734,alexandersanchez.exemplars1,
education,8,11641734,alexandersanchez.exemplars1,
religion,catholic,11641734,alexandersanchez.exemplars1,
gender,f,11641734,alexandersanchez.exemplars1,
relfamily,romancatholic,11641734,alexandersanchez.exemplars1,
citizenship,us,11641734,alexandersanchez.exemplars1,
residence,us,11641734,alexandersanchez.exemplars1,
raceethnic,white,11641734,alexandersanchez.exemplars1,
state,wi,11641734,alexandersanchez.exemplars1,
politicalid,0,11641737,alexandersanchez.exemplars1,
