task_number, question_number, questionnaire_name, question_name, question_response, attempt, study_name, session_id
4,17,pretest,mlk1,1,1,alexandersanchez.exemplars1,14046712
4,18,pretest,mlk_rrt,3878,1,alexandersanchez.exemplars1,14046712
4,18,pretest,mlk_r,86,1,alexandersanchez.exemplars1,14046712
4,19,pretest,denzel1rt,2647,1,alexandersanchez.exemplars1,14046712
4,19,pretest,denzel1,2,1,alexandersanchez.exemplars1,14046712
4,20,pretest,ck1rt,1527,1,alexandersanchez.exemplars1,14046712
4,20,pretest,ck1,2,1,alexandersanchez.exemplars1,14046712
4,21,pretest,samuel1rt,5804,1,alexandersanchez.exemplars1,14046712
4,21,pretest,samuel1,1,1,alexandersanchez.exemplars1,14046712
4,22,pretest,samuel_rrt,2270,1,alexandersanchez.exemplars1,14046712
4,22,pretest,samuel_r,34,1,alexandersanchez.exemplars1,14046712
4,23,pretest,dahmer1rt,1828,1,alexandersanchez.exemplars1,14046712
4,23,pretest,dahmer1,2,1,alexandersanchez.exemplars1,14046712
4,24,pretest,manson1rt,2485,1,alexandersanchez.exemplars1,14046712
4,24,pretest,manson1,1,1,alexandersanchez.exemplars1,14046712
4,25,pretest,manson_rrt,2011,1,alexandersanchez.exemplars1,14046712
4,25,pretest,manson_r,-91,1,alexandersanchez.exemplars1,14046712
4,26,pretest,nichols1rt,3304,1,alexandersanchez.exemplars1,14046712
4,26,pretest,nichols1,2,1,alexandersanchez.exemplars1,14046712
4,27,pretest,powell1rt,2946,1,alexandersanchez.exemplars1,14046712
4,27,pretest,powell1,2,1,alexandersanchez.exemplars1,14046712
4,28,pretest,harvey1rt,1994,1,alexandersanchez.exemplars1,14046712
4,28,pretest,harvey1,2,1,alexandersanchez.exemplars1,14046712
4,29,pretest,bryant1rt,2216,1,alexandersanchez.exemplars1,14046712
4,29,pretest,bryant1,1,1,alexandersanchez.exemplars1,14046712
4,30,pretest,bryant_rrt,1798,1,alexandersanchez.exemplars1,14046712
4,30,pretest,bryant_r,71,1,alexandersanchez.exemplars1,14046712
4,31,pretest,madoff1rt,5744,1,alexandersanchez.exemplars1,14046712
4,31,pretest,madoff1,2,1,alexandersanchez.exemplars1,14046712
4,32,pretest,murphy1rt,2750,1,alexandersanchez.exemplars1,14046712
4,32,pretest,murphy1,2,1,alexandersanchez.exemplars1,14046712
4,33,pretest,oswald1rt,3162,1,alexandersanchez.exemplars1,14046712
4,33,pretest,oswald1,2,1,alexandersanchez.exemplars1,14046712
4,34,pretest,shkreli1rt,1869,1,alexandersanchez.exemplars1,14046712
4,34,pretest,shkreli1,2,1,alexandersanchez.exemplars1,14046712
4,35,pretest,smith1rt,2043,1,alexandersanchez.exemplars1,14046712
4,35,pretest,smith1,1,1,alexandersanchez.exemplars1,14046712
4,36,pretest,smith_rrt,1645,1,alexandersanchez.exemplars1,14046712
4,36,pretest,smith_r,13,1,alexandersanchez.exemplars1,14046712
4,37,pretest,capone1rt,5142,1,alexandersanchez.exemplars1,14046712
4,37,pretest,capone1,1,1,alexandersanchez.exemplars1,14046712
4,38,pretest,capone_rrt,3970,1,alexandersanchez.exemplars1,14046712
4,38,pretest,capone_r,-38,1,alexandersanchez.exemplars1,14046712
4,39,pretest,baldwin1rt,3663,1,alexandersanchez.exemplars1,14046712
4,39,pretest,baldwin1,2,1,alexandersanchez.exemplars1,14046712
4,40,pretest,dillinger1rt,5604,1,alexandersanchez.exemplars1,14046712
4,40,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14046712
4,41,pretest,stern1rt,2077,1,alexandersanchez.exemplars1,14046712
4,41,pretest,stern1,2,1,alexandersanchez.exemplars1,14046712
4,42,pretest,cosby1rt,4326,1,alexandersanchez.exemplars1,14046712
4,42,pretest,cosby1,2,1,alexandersanchez.exemplars1,14046712
4,43,pretest,perry1rt,2074,1,alexandersanchez.exemplars1,14046712
4,43,pretest,perry1,2,1,alexandersanchez.exemplars1,14046712
4,44,pretest,bundy1rt,2154,1,alexandersanchez.exemplars1,14046712
4,44,pretest,bundy1,2,1,alexandersanchez.exemplars1,14046712
4,45,pretest,sheen1rt,2185,1,alexandersanchez.exemplars1,14046712
4,45,pretest,sheen1,2,1,alexandersanchez.exemplars1,14046712
4,46,pretest,freeman1rt,2578,1,alexandersanchez.exemplars1,14046712
4,46,pretest,freeman1,1,1,alexandersanchez.exemplars1,14046712
4,47,pretest,freeman_rrt,2065,1,alexandersanchez.exemplars1,14046712
4,47,pretest,freeman_r,34,1,alexandersanchez.exemplars1,14046712
4,48,pretest,weinstein1rt,3661,1,alexandersanchez.exemplars1,14046712
4,48,pretest,weinstein1,1,1,alexandersanchez.exemplars1,14046712
4,49,pretest,weinstein_rrt,2509,1,alexandersanchez.exemplars1,14046712
4,49,pretest,weinstein_r,-99,1,alexandersanchez.exemplars1,14046712
4,50,pretest,rock1rt,5712,1,alexandersanchez.exemplars1,14046712
4,50,pretest,rock1,2,1,alexandersanchez.exemplars1,14046712
4,51,pretest,woods1rt,2216,1,alexandersanchez.exemplars1,14046712
4,51,pretest,woods1,1,1,alexandersanchez.exemplars1,14046712
4,52,pretest,woods_rrt,1977,1,alexandersanchez.exemplars1,14046712
4,52,pretest,woods_r,0,1,alexandersanchez.exemplars1,14046712
4,53,pretest,mj1rt,2251,1,alexandersanchez.exemplars1,14046712
4,53,pretest,mj1,1,1,alexandersanchez.exemplars1,14046712
4,54,pretest,mj_rrt,2282,1,alexandersanchez.exemplars1,14046712
4,54,pretest,mj_r,98,1,alexandersanchez.exemplars1,14046712
4,55,pretest,gotti1rt,2010,1,alexandersanchez.exemplars1,14046712
4,55,pretest,gotti1,2,1,alexandersanchez.exemplars1,14046712
7,56,exp,thermoBlack,33,1,alexandersanchez.exemplars1,14046712
7,56,exp,thermoBlackrt,6555,1,alexandersanchez.exemplars1,14046712
7,57,exp,thermoWhite,-27,1,alexandersanchez.exemplars1,14046712
7,57,exp,thermoWhitert,11609,1,alexandersanchez.exemplars1,14046712
12,1000,race_iat,block3Cond,"Black Names/Unpleasant Words,White Names/Pleasant Words",1,alexandersanchez.exemplars1,14046712
12,1001,race_iat,feedback,Your responses suggested little or no automatic association between Unpleasant Words and Pleasant Words with White Names and Black Names.,1,alexandersanchez.exemplars1,14046712
12,1002,race_iat,d,0.09,1,alexandersanchez.exemplars1,14046712
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14046719
1,0,consent,userconsentrt,140182,1,alexandersanchez.exemplars1,14046719
1,0,consent,userconsent,FALSE,1,alexandersanchez.exemplars1,14046721
1,0,consent,userconsentrt,37964,1,alexandersanchez.exemplars1,14046721
1,0,consent,userconsentrt,7406,1,alexandersanchez.exemplars1,14046735
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14046735
2,1,realstart,commit,I will complete this study with my full attention,1,alexandersanchez.exemplars1,14046735
2,1,realstart,commitrt,26915,1,alexandersanchez.exemplars1,14046735
4,2,pretest,oswald1rt,4690,1,alexandersanchez.exemplars1,14046735
4,2,pretest,oswald1,1,1,alexandersanchez.exemplars1,14046735
4,3,pretest,oswald_rrt,4023,1,alexandersanchez.exemplars1,14046735
4,3,pretest,oswald_r,-96,1,alexandersanchez.exemplars1,14046735
4,4,pretest,manson1,1,1,alexandersanchez.exemplars1,14046735
4,4,pretest,manson1rt,3732,1,alexandersanchez.exemplars1,14046735
4,5,pretest,manson_r,-99,1,alexandersanchez.exemplars1,14046735
4,5,pretest,manson_rrt,3757,1,alexandersanchez.exemplars1,14046735
4,6,pretest,cosby1,1,1,alexandersanchez.exemplars1,14046735
4,6,pretest,cosby1rt,3294,1,alexandersanchez.exemplars1,14046735
4,7,pretest,cosby_rrt,3719,1,alexandersanchez.exemplars1,14046735
4,7,pretest,cosby_r,-4,1,alexandersanchez.exemplars1,14046735
4,8,pretest,nichols1,2,1,alexandersanchez.exemplars1,14046735
4,8,pretest,nichols1rt,6535,1,alexandersanchez.exemplars1,14046735
4,9,pretest,shkreli1rt,3911,1,alexandersanchez.exemplars1,14046735
4,9,pretest,shkreli1,2,1,alexandersanchez.exemplars1,14046735
4,10,pretest,mj1,1,1,alexandersanchez.exemplars1,14046735
4,10,pretest,mj1rt,2359,1,alexandersanchez.exemplars1,14046735
4,11,pretest,mj_r,99,1,alexandersanchez.exemplars1,14046735
4,11,pretest,mj_rrt,2635,1,alexandersanchez.exemplars1,14046735
4,12,pretest,woods1rt,2603,1,alexandersanchez.exemplars1,14046735
4,12,pretest,woods1,1,1,alexandersanchez.exemplars1,14046735
4,13,pretest,woods_rrt,2751,1,alexandersanchez.exemplars1,14046735
4,13,pretest,woods_r,30,1,alexandersanchez.exemplars1,14046735
4,14,pretest,mcveigh1rt,3423,1,alexandersanchez.exemplars1,14046735
4,14,pretest,mcveigh1,1,1,alexandersanchez.exemplars1,14046735
4,15,pretest,mcveigh_r,-99,1,alexandersanchez.exemplars1,14046735
4,15,pretest,mcveigh_rrt,2655,1,alexandersanchez.exemplars1,14046735
4,16,pretest,sheen1,1,1,alexandersanchez.exemplars1,14046735
4,16,pretest,sheen1rt,3287,1,alexandersanchez.exemplars1,14046735
4,17,pretest,sheen_rrt,2286,1,alexandersanchez.exemplars1,14046735
4,17,pretest,sheen_r,-4,1,alexandersanchez.exemplars1,14046735
4,18,pretest,harvey1rt,2488,1,alexandersanchez.exemplars1,14046735
4,18,pretest,harvey1,1,1,alexandersanchez.exemplars1,14046735
4,19,pretest,harvey_rrt,2718,1,alexandersanchez.exemplars1,14046735
4,19,pretest,harvey_r,-2,1,alexandersanchez.exemplars1,14046735
4,20,pretest,bezos1,1,1,alexandersanchez.exemplars1,14046735
4,20,pretest,bezos1rt,4248,1,alexandersanchez.exemplars1,14046735
4,21,pretest,bezos_r,-3,1,alexandersanchez.exemplars1,14046735
4,21,pretest,bezos_rrt,1981,1,alexandersanchez.exemplars1,14046735
4,22,pretest,lauer1rt,4321,1,alexandersanchez.exemplars1,14046735
4,22,pretest,lauer1,2,1,alexandersanchez.exemplars1,14046735
4,23,pretest,mlk1rt,2631,1,alexandersanchez.exemplars1,14046735
4,23,pretest,mlk1,1,1,alexandersanchez.exemplars1,14046735
4,24,pretest,mlk_r,98,1,alexandersanchez.exemplars1,14046735
4,24,pretest,mlk_rrt,3110,1,alexandersanchez.exemplars1,14046735
4,25,pretest,perry1rt,2783,1,alexandersanchez.exemplars1,14046735
4,25,pretest,perry1,1,1,alexandersanchez.exemplars1,14046735
4,26,pretest,perry_rrt,2623,1,alexandersanchez.exemplars1,14046735
4,26,pretest,perry_r,-2,1,alexandersanchez.exemplars1,14046735
4,27,pretest,freeman1rt,2551,1,alexandersanchez.exemplars1,14046735
4,27,pretest,freeman1,1,1,alexandersanchez.exemplars1,14046735
4,28,pretest,freeman_r,99,1,alexandersanchez.exemplars1,14046735
4,28,pretest,freeman_rrt,2798,1,alexandersanchez.exemplars1,14046735
4,29,pretest,foxx1,1,1,alexandersanchez.exemplars1,14046735
4,29,pretest,foxx1rt,2680,1,alexandersanchez.exemplars1,14046735
4,30,pretest,foxx_r,-3,1,alexandersanchez.exemplars1,14046735
4,30,pretest,foxx_rrt,2458,1,alexandersanchez.exemplars1,14046735
4,31,pretest,lewis1rt,3820,1,alexandersanchez.exemplars1,14046735
4,31,pretest,lewis1,2,1,alexandersanchez.exemplars1,14046735
4,32,pretest,smith1rt,2155,1,alexandersanchez.exemplars1,14046735
4,32,pretest,smith1,1,1,alexandersanchez.exemplars1,14046735
4,33,pretest,smith_rrt,5555,1,alexandersanchez.exemplars1,14046735
4,33,pretest,smith_r,-27,1,alexandersanchez.exemplars1,14046735
4,34,pretest,gotti1rt,3559,1,alexandersanchez.exemplars1,14046735
4,34,pretest,gotti1,2,1,alexandersanchez.exemplars1,14046735
4,35,pretest,powell1rt,2824,1,alexandersanchez.exemplars1,14046735
4,35,pretest,powell1,1,1,alexandersanchez.exemplars1,14046735
4,36,pretest,powell_rrt,2327,1,alexandersanchez.exemplars1,14046735
4,36,pretest,powell_r,16,1,alexandersanchez.exemplars1,14046735
4,37,pretest,capone1rt,2518,1,alexandersanchez.exemplars1,14046735
4,37,pretest,capone1,1,1,alexandersanchez.exemplars1,14046735
4,38,pretest,capone_rrt,2208,1,alexandersanchez.exemplars1,14046735
4,38,pretest,capone_r,-57,1,alexandersanchez.exemplars1,14046735
4,39,pretest,ali1rt,2251,1,alexandersanchez.exemplars1,14046735
4,39,pretest,ali1,1,1,alexandersanchez.exemplars1,14046735
4,40,pretest,ali_rrt,2573,1,alexandersanchez.exemplars1,14046735
4,40,pretest,ali_r,99,1,alexandersanchez.exemplars1,14046735
4,41,pretest,samuel1rt,2352,1,alexandersanchez.exemplars1,14046735
4,41,pretest,samuel1,1,1,alexandersanchez.exemplars1,14046735
4,42,pretest,samuel_rrt,3016,1,alexandersanchez.exemplars1,14046735
4,42,pretest,samuel_r,99,1,alexandersanchez.exemplars1,14046735
4,43,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14046735
4,43,pretest,dillinger1rt,3279,1,alexandersanchez.exemplars1,14046735
4,44,pretest,weinstein1rt,4047,1,alexandersanchez.exemplars1,14046735
4,44,pretest,weinstein1,2,1,alexandersanchez.exemplars1,14046735
4,45,pretest,bundy1rt,2463,1,alexandersanchez.exemplars1,14046735
4,45,pretest,bundy1,1,1,alexandersanchez.exemplars1,14046735
4,46,pretest,bundy_rrt,4339,1,alexandersanchez.exemplars1,14046735
4,46,pretest,bundy_r,-99,1,alexandersanchez.exemplars1,14046735
4,47,pretest,dahmer1rt,3007,1,alexandersanchez.exemplars1,14046735
4,47,pretest,dahmer1,1,1,alexandersanchez.exemplars1,14046735
4,48,pretest,dahmer_rrt,2195,1,alexandersanchez.exemplars1,14046735
4,48,pretest,dahmer_r,-99,1,alexandersanchez.exemplars1,14046735
4,49,pretest,baldwin1rt,2577,1,alexandersanchez.exemplars1,14046735
4,49,pretest,baldwin1,1,1,alexandersanchez.exemplars1,14046735
4,50,pretest,baldwin_rrt,2326,1,alexandersanchez.exemplars1,14046735
4,50,pretest,baldwin_r,-6,1,alexandersanchez.exemplars1,14046735
4,51,pretest,jackson1rt,2857,1,alexandersanchez.exemplars1,14046735
4,51,pretest,jackson1,1,1,alexandersanchez.exemplars1,14046735
4,52,pretest,jackson_rrt,2660,1,alexandersanchez.exemplars1,14046735
4,52,pretest,jackson_r,-4,1,alexandersanchez.exemplars1,14046735
4,53,pretest,murphy1rt,2183,1,alexandersanchez.exemplars1,14046735
4,53,pretest,murphy1,1,1,alexandersanchez.exemplars1,14046735
4,54,pretest,murphy_rrt,2260,1,alexandersanchez.exemplars1,14046735
4,54,pretest,murphy_r,100,1,alexandersanchez.exemplars1,14046735
4,55,pretest,rock1rt,2384,1,alexandersanchez.exemplars1,14046735
4,55,pretest,rock1,1,1,alexandersanchez.exemplars1,14046735
4,56,pretest,rock_rrt,2478,1,alexandersanchez.exemplars1,14046735
4,56,pretest,rock_r,24,1,alexandersanchez.exemplars1,14046735
4,57,pretest,hines1rt,3529,1,alexandersanchez.exemplars1,14046735
4,57,pretest,hines1,2,1,alexandersanchez.exemplars1,14046735
4,58,pretest,kaczynski1rt,3598,1,alexandersanchez.exemplars1,14046735
4,58,pretest,kaczynski1,2,1,alexandersanchez.exemplars1,14046735
4,59,pretest,epstein1rt,6091,1,alexandersanchez.exemplars1,14046735
4,59,pretest,epstein1,2,1,alexandersanchez.exemplars1,14046735
4,60,pretest,ck1rt,4299,1,alexandersanchez.exemplars1,14046735
4,60,pretest,ck1,1,1,alexandersanchez.exemplars1,14046735
4,61,pretest,ck_rrt,2202,1,alexandersanchez.exemplars1,14046735
4,61,pretest,ck_r,-4,1,alexandersanchez.exemplars1,14046735
4,62,pretest,wonder1rt,2617,1,alexandersanchez.exemplars1,14046735
4,62,pretest,wonder1,1,1,alexandersanchez.exemplars1,14046735
4,63,pretest,wonder_rrt,2166,1,alexandersanchez.exemplars1,14046735
4,63,pretest,wonder_r,49,1,alexandersanchez.exemplars1,14046735
4,64,pretest,madoff1rt,3392,1,alexandersanchez.exemplars1,14046735
4,64,pretest,madoff1,2,1,alexandersanchez.exemplars1,14046735
4,65,pretest,stern1rt,5075,1,alexandersanchez.exemplars1,14046735
4,65,pretest,stern1,1,1,alexandersanchez.exemplars1,14046735
4,66,pretest,stern_rrt,2678,1,alexandersanchez.exemplars1,14046735
4,66,pretest,stern_r,-56,1,alexandersanchez.exemplars1,14046735
4,67,pretest,denzel1rt,2476,1,alexandersanchez.exemplars1,14046735
4,67,pretest,denzel1,1,1,alexandersanchez.exemplars1,14046735
4,68,pretest,denzel_rrt,2423,1,alexandersanchez.exemplars1,14046735
4,68,pretest,denzel_r,99,1,alexandersanchez.exemplars1,14046735
4,69,pretest,bryant1rt,2337,1,alexandersanchez.exemplars1,14046735
4,69,pretest,bryant1,1,1,alexandersanchez.exemplars1,14046735
4,70,pretest,bryant_rrt,2494,1,alexandersanchez.exemplars1,14046735
4,70,pretest,bryant_r,99,1,alexandersanchez.exemplars1,14046735
7,71,exp,thermoBlack,-3,1,alexandersanchez.exemplars1,14046735
7,71,exp,thermoBlackrt,7884,1,alexandersanchez.exemplars1,14046735
7,72,exp,thermoWhitert,3501,1,alexandersanchez.exemplars1,14046735
7,72,exp,thermoWhite,-1,1,alexandersanchez.exemplars1,14046735
12,1000,race_iat,block3Cond,"Black Names/Pleasant Words,White Names/Unpleasant Words",1,alexandersanchez.exemplars1,14046735
12,1001,race_iat,feedback,Your responses suggested a strong automatic association of Pleasant Words with White Names and Unpleasant Words with Black Names.,1,alexandersanchez.exemplars1,14046735
12,1002,race_iat,d,-0.94,1,alexandersanchez.exemplars1,14046735
1,0,consent,userconsentrt,39201,1,alexandersanchez.exemplars1,14046738
1,0,consent,userconsent,TRUE,1,alexandersanchez.exemplars1,14046738
2,1,realstart,commitrt,21348,1,alexandersanchez.exemplars1,14046738
2,1,realstart,commit,I will complete this study with my full attention.,1,alexandersanchez.exemplars1,14046738
4,2,pretest,oswald1rt,10461,1,alexandersanchez.exemplars1,14046738
4,2,pretest,oswald1,1,1,alexandersanchez.exemplars1,14046738
4,3,pretest,oswald_rrt,20150,1,alexandersanchez.exemplars1,14046738
4,3,pretest,oswald_r,-1,1,alexandersanchez.exemplars1,14046738
4,4,pretest,epstein1,1,1,alexandersanchez.exemplars1,14046738
4,4,pretest,epstein1rt,4109,1,alexandersanchez.exemplars1,14046738
4,5,pretest,epstein_r,-3,1,alexandersanchez.exemplars1,14046738
4,5,pretest,epstein_rrt,8736,1,alexandersanchez.exemplars1,14046738
4,6,pretest,dillinger1rt,3137,1,alexandersanchez.exemplars1,14046738
4,6,pretest,dillinger1,2,1,alexandersanchez.exemplars1,14046738
4,7,pretest,madoff1,2,1,alexandersanchez.exemplars1,14046738
4,7,pretest,madoff1rt,3829,1,alexandersanchez.exemplars1,14046738
4,8,pretest,mj1,1,1,alexandersanchez.exemplars1,14046738
4,8,pretest,mj1rt,3699,1,alexandersanchez.exemplars1,14046738
4,9,pretest,mj_rrt,2720,1,alexandersanchez.exemplars1,14046738
4,9,pretest,mj_r,100,1,alexandersanchez.exemplars1,14046738
4,10,pretest,shkreli1rt,3083,1,alexandersanchez.exemplars1,14046738
4,10,pretest,shkreli1,2,1,alexandersanchez.exemplars1,14046738
4,11,pretest,smith1rt,3515,1,alexandersanchez.exemplars1,14046738
4,11,pretest,smith1,1,1,alexandersanchez.exemplars1,14046738
4,12,pretest,smith_rrt,2736,1,alexandersanchez.exemplars1,14046738
4,12,pretest,smith_r,99,1,alexandersanchez.exemplars1,14046738
4,13,pretest,bezos1rt,6024,1,alexandersanchez.exemplars1,14046738
4,13,pretest,bezos1,2,1,alexandersanchez.exemplars1,14046738
4,14,pretest,harvey1,1,1,alexandersanchez.exemplars1,14046738
4,14,pretest,harvey1rt,3217,1,alexandersanchez.exemplars1,14046738
4,15,pretest,harvey_r,99,1,alexandersanchez.exemplars1,14046738
4,15,pretest,harvey_rrt,2602,1,alexandersanchez.exemplars1,14046738
4,16,pretest,weinstein1rt,3747,1,alexandersanchez.exemplars1,14046738
4,16,pretest,weinstein1,2,1,alexandersanchez.exemplars1,14046738
4,17,pretest,freeman1rt,3306,1,alexandersanchez.exemplars1,14046738
4,17,pretest,freeman1,1,1,alexandersanchez.exemplars1,14046738
4,18,pretest,freeman_rrt,2129,1,alexandersanchez.exemplars1,14046738
4,18,pretest,freeman_r,98,1,alexandersanchez.exemplars1,14046738
4,19,pretest,mlk1rt,2549,1,alexandersanchez.exemplars1,14046738
4,19,pretest,mlk1,1,1,alexandersanchez.exemplars1,14046738
4,20,pretest,mlk_rrt,5386,1,alexandersanchez.exemplars1,14046738
4,20,pretest,mlk_r,3,1,alexandersanchez.exemplars1,14046738
4,21,pretest,denzel1rt,2515,1,alexandersanchez.exemplars1,14046738
4,21,pretest,denzel1,1,1,alexandersanchez.exemplars1,14046738
4,22,pretest,denzel_rrt,1993,1,alexandersanchez.exemplars1,14046738
4,22,pretest,denzel_r,98,1,alexandersanchez.exemplars1,14046738
4,23,pretest,bundy1rt,4901,1,alexandersanchez.exemplars1,14046738
4,23,pretest,bundy1,1,1,alexandersanchez.exemplars1,14046738
4,24,pretest,bundy_r,-98,1,alexandersanchez.exemplars1,14046738
4,24,pretest,bundy_rrt,3593,1,alexandersanchez.exemplars1,14046738
4,25,pretest,bryant1,1,1,alexandersanchez.exemplars1,14046738
4,25,pretest,bryant1rt,2642,1,alexandersanchez.exemplars1,14046738
4,26,pretest,bryant_rrt,3251,1,alexandersanchez.exemplars1,14046738
4,26,pretest,bryant_r,3,1,alexandersanchez.exemplars1,14046738
4,27,pretest,jackson1rt,3107,1,alexandersanchez.exemplars1,14046738
4,27,pretest,jackson1,1,1,alexandersanchez.exemplars1,14046738
4,28,pretest,jackson_r,5,1,alexandersanchez.exemplars1,14046738
4,28,pretest,jackson_rrt,2044,1,alexandersanchez.exemplars1,14046738
4,29,pretest,perry1rt,2475,1,alexandersanchez.exemplars1,14046738
4,29,pretest,perry1,2,1,alexandersanchez.exemplars1,14046738
4,30,pretest,rock1rt,3699,1,alexandersanchez.exemplars1,14046738
4,30,pretest,rock1,1,1,alexandersanchez.exemplars1,14046738
4,31,pretest,rock_rrt,1859,1,alexandersanchez.exemplars1,14046738
4,31,pretest,rock_r,1,1,alexandersanchez.exemplars1,14046738
4,32,pretest,manson1rt,3868,1,alexandersanchez.exemplars1,14046738
4,32,pretest,manson1,1,1,alexandersanchez.exemplars1,14046738
4,33,pretest,manson_rrt,2801,1,alexandersanchez.exemplars1,14046738
4,33,pretest,manson_r,-97,1,alexandersanchez.exemplars1,14046738
4,34,pretest,sheen1rt,3555,1,alexandersanchez.exemplars1,14046738
4,34,pretest,sheen1,1,1,alexandersanchez.exemplars1,14046738
4,35,pretest,sheen_rrt,1715,1,alexandersanchez.exemplars1,14046738
4,35,pretest,sheen_r,2,1,alexandersanchez.exemplars1,14046738
4,36,pretest,kaczynski1rt,4132,1,alexandersanchez.exemplars1,14046738
4,36,pretest,kaczynski1,1,1,alexandersanchez.exemplars1,14046738
4,37,pretest,kaczynski_rrt,5194,1,alexandersanchez.exemplars1,14046738
4,37,pretest,kaczynski_r,-100,1,alexandersanchez.exemplars1,14046738
4,38,pretest,samuel1,1,1,alexandersanchez.exemplars1,14046738
4,38,pretest,samuel1rt,4794,1,alexandersanchez.exemplars1,14046738
4,39,pretest,samuel_rrt,1753,1,alexandersanchez.exemplars1,14046738
4,39,pretest,samuel_r,-4,1,alexandersanchez.exemplars1,14046738
4,40,pretest,powell1rt,2187,1,alexandersanchez.exemplars1,14046738
4,40,pretest,powell1,1,1,alexandersanchez.exemplars1,14046738
4,41,pretest,powell_rrt,2994,1,alexandersanchez.exemplars1,14046738
4,41,pretest,powell_r,98,1,alexandersanchez.exemplars1,14046738
4,42,pretest,nichols1rt,2707,1,alexandersanchez.exemplars1,14046738
4,42,pretest,nichols1,1,1,alexandersanchez.exemplars1,14046738
4,43,pretest,nichols_rrt,5539,1,alexandersanchez.exemplars1,14046738
4,43,pretest,nichols_r,-100,1,alexandersanchez.exemplars1,14046738
4,44,pretest,gotti1rt,2724,1,alexandersanchez.exemplars1,14046738
4,44,pretest,gotti1,2,1,alexandersanchez.exemplars1,14046738
4,45,pretest,woods1rt,2348,1,alexandersanchez.exemplars1,14046738
4,45,pretest,woods1,1,1,alexandersanchez.exemplars1,14046738
4,46,pretest,woods_rrt,2202,1,alexandersanchez.exemplars1,14046738
4,46,pretest,woods_r,-1,1,alexandersanchez.exemplars1,14046738
4,47,pretest,murphy1rt,2619,1,alexandersanchez.exemplars1,14046738
4,47,pretest,murphy1,1,1,alexandersanchez.exemplars1,14046738
4,48,pretest,murphy_rrt,2153,1,alexandersanchez.exemplars1,14046738
4,48,pretest,murphy_r,98,1,alexandersanchez.exemplars1,14046738
4,49,pretest,dahmer1rt,3093,1,alexandersanchez.exemplars1,14046738
4,49,pretest,dahmer1,1,1,alexandersanchez.exemplars1,14046738
4,50,pretest,dahmer_rrt,2179,1,alexandersanchez.exemplars1,14046738
4,50,pretest,dahmer_r,-99,1,alexandersanchez.exemplars1,14046738
4,51,pretest,mcveigh1rt,2764,1,alexandersanchez.exemplars1,14046738
4,51,pretest,mcveigh1,1,1,alexandersanchez.exemplars1,14046738
4,52,pretest,mcveigh_rrt,2002,1,alexandersanchez.exemplars1,14046738
4,52,pretest,mcveigh_r,-97,1,alexandersanchez.exemplars1,14046738
4,53,pretest,wonder1rt,2501,1,alexandersanchez.exemplars1,14046738
4,53,pretest,wonder1,1,1,alexandersanchez.exemplars1,14046738
4,54,pretest,wonder_rrt,3642,1,alexandersanchez.exemplars1,14046738
4,54,pretest,wonder_r,3,1,alexandersanchez.exemplars1,14046738
4,55,pretest,lauer1rt,4250,1,alexandersanchez.exemplars1,14046738
4,55,pretest,lauer1,1,1,alexandersanchez.exemplars1,14046738
4,56,pretest,lauer_rrt,4794,1,alexandersanchez.exemplars1,14046738
4,56,pretest,lauer_r,-55,1,alexandersanchez.exemplars1,14046738
4,57,pretest,ali1rt,3075,1,alexandersanchez.exemplars1,14046738
4,57,pretest,ali1,1,1,alexandersanchez.exemplars1,14046738
4,58,pretest,ali_rrt,6324,1,alexandersanchez.exemplars1,14046738
4,58,pretest,ali_r,-3,1,alexandersanchez.exemplars1,14046738
4,59,pretest,lewis1rt,6434,1,alexandersanchez.exemplars1,14046738
4,59,pretest,lewis1,1,1,alexandersanchez.exemplars1,14046738
4,60,pretest,lewis_rrt,5746,1,alexandersanchez.exemplars1,14046738
4,60,pretest,lewis_r,-1,1,alexandersanchez.exemplars1,14046738
4,61,pretest,stern1rt,3052,1,alexandersanchez.exemplars1,14046738
4,61,pretest,stern1,1,1,alexandersanchez.exemplars1,14046738
4,62,pretest,stern_rrt,2281,1,alexandersanchez.exemplars1,14046738
4,62,pretest,stern_r,-6,1,alexandersanchez.exemplars1,14046738
4,63,pretest,cosby1rt,2180,1,alexandersanchez.exemplars1,14046738
4,63,pretest,cosby1,1,1,alexandersanchez.exemplars1,14046738
4,64,pretest,cosby_rrt,8220,1,alexandersanchez.exemplars1,14046738
4,64,pretest,cosby_r,0,1,alexandersanchez.exemplars1,14046738
4,65,pretest,baldwin1rt,5281,1,alexandersanchez.exemplars1,14046738
4,65,pretest,baldwin1,1,1,alexandersanchez.exemplars1,14046738
4,66,pretest,baldwin_rrt,2000,1,alexandersanchez.exemplars1,14046738
4,66,pretest,baldwin_r,-4,1,alexandersanchez.exemplars1,14046738
4,67,pretest,hines1rt,7637,1,alexandersanchez.exemplars1,14046738
4,67,pretest,hines1,1,1,alexandersanchez.exemplars1,14046738
4,68,pretest,hines_rrt,3728,1,alexandersanchez.exemplars1,14046738
